Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:10,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:10
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Yet once again proclaim it publicly,"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:11,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:11
To:
email@somewhere.com
You received a text message from name (+12125559371)
    I thought to have ta'en you at the Porpentine:"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:12,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:12
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    I'll stop mine ears against the mermaid's song."
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:13,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:13
To:
email@somewhere.com
You received a text message from name (+12125559371)
ADRIANA"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:14,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:14
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
ANGELO"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:15,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:15
To:
email@somewhere.com
You received a text message from name (+12125559371)
    Who give their eyes the liberty of gazing."
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:16,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:16
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
BALTHAZAR"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:17,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:17
To:
email@somewhere.com
You received a text message from name (+12125559371)
    Have suffer'd wrong, go keep us company,"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:18,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:18
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    How now! a madman! Why, thou peevish sheep,"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:19,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:19
To:
email@somewhere.com
You received a text message from name (+12125559371)
    For fear you ne'er see chain nor money more."
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:20,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:20
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    I know it by their pale and deadly looks:"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:21,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:21
To:
email@somewhere.com
You received a text message from name (+12125559371)
    And every one doth call me by my name."
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:22,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:22
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    That never object pleasing in thine eye,"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:23,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:23
To:
email@somewhere.com
You received a text message from name (+12125559371)
OF SYRACUSE"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:24,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:24
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Your sauciness will jest upon my love"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:25,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:25
To:
email@somewhere.com
You received a text message from name (+12125559371)
    Within this hour I was his bondman sir,"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:26,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:26
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Dromio, nor thou?"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:27,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:27
To:
email@somewhere.com
You received a text message from name (+12125559371)
    Poisons more deadly than a mad dog's tooth."
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:28,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:28
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Exit"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:29,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:29
To:
email@somewhere.com
You received a text message from name (+12125559371)
    In food, in sport and life-preserving rest"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:30,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:30
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    My tongue, though not my heart, shall have his will."
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:31,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:31
To:
email@somewhere.com
You received a text message from name (+12125559371)
    Both one and other he denies me now."
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:32,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:32
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Mine eye's clear eye, my dear heart's dearer heart,"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:33,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:33
To:
email@somewhere.com
You received a text message from name (+12125559371)
    With circumstance and oaths so to deny"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:34,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:34
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    What, is he arrested? Tell me at whose suit."
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:35,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:35
To:
email@somewhere.com
You received a text message from name (+12125559371)
    Some offer me commodities to buy:"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:36,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:36
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    But, soft! who wafts us yonder?"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:37,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:37
To:
email@somewhere.com
You received a text message from name (+12125559371)
    Nor now I had not, but that I am bound"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:38,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:38
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Was carried towards Corinth, as we thought."
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:39,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:39
To:
email@somewhere.com
You received a text message from name (+12125559371)
    You sent me for a rope's end as soon:"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:40,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:40
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Good Lord! you use this dalliance to excuse"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:41,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:41
To:
email@somewhere.com
You received a text message from name (+12125559371)
    But she, more covetous, would have a chain."
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:42,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:42
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Some other give me thanks for kindnesses;"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:43,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:43
To:
email@somewhere.com
You received a text message from name (+12125559371)
OF SYRACUSE"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:44,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:44
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    When I am dull with care and melancholy,"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:45,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:45
To:
email@somewhere.com
You received a text message from name (+12125559371)
    I am not furnish'd with the present money;"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:46,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:46
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
DROMIO OF SYRACUSE"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:47,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:47
To:
email@somewhere.com
You received a text message from name (+12125559371)
DROMIO OF EPHESUS"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:48,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:48
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
AEMELIA"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:49,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:49
To:
email@somewhere.com
You received a text message from name (+12125559371)
    But, like a shrew, you first begin to brawl."
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:50,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:50
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    If I should pay your worship those again,"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:51,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:51
To:
email@somewhere.com
You received a text message from name (+12125559371)
ADRIANA"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:52,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:52
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    rather, the prophecy like the parrot, 'beware the"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:53,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:53
To:
email@somewhere.com
You received a text message from name (+12125559371)
    ANTIPHOLUS"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:54,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:54
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
ANGELO"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:55,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:55
To:
email@somewhere.com
You received a text message from name (+12125559371)
    ANTIPHOLUS"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:56,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:56
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    And happy were I in my timely death,"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:57,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:57
To:
email@somewhere.com
You received a text message from name (+12125559371)
ADRIANA"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 5:58,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:58
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Did this companion with the saffron face"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 5:59,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 5:59
To:
email@somewhere.com
You received a text message from name (+12125559371)
OF SYRACUSE"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 6:00,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:00
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    My youngest boy, and yet my eldest care,"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 6:01,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:01
To:
email@somewhere.com
You received a text message from name (+12125559371)
    For, in conclusion, he did beat me there."
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 6:02,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:02
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    I durst have denied that, before you were so choleric."
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 6:03,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:03
To:
email@somewhere.com
You received a text message from name (+12125559371)
    Go back again, and be new beaten home?"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 6:04,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:04
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    His word might bear my wealth at any time."
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 6:05,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:05
To:
email@somewhere.com
You received a text message from name (+12125559371)
    The one ne'er got me credit, the other mickle blame."
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 6:06,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:06
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
LUCIANA"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 6:07,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:07
To:
email@somewhere.com
You received a text message from name (+12125559371)
    Unwilling I agreed. Alas! too soon,"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 6:08,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:08
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
Officer"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 6:09,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:09
To:
email@somewhere.com
You received a text message from name (+12125559371)
    That by misfortunes was my life prolong'd,"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 6:10,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:10
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Albeit my wrongs might make one wiser mad."
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 6:11,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:11
To:
email@somewhere.com
You received a text message from name (+12125559371)
    The enmity and discord which of late"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 6:12,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:12
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Besides, I will be sworn these ears of mine"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 6:13,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:13
To:
email@somewhere.com
You received a text message from name (+12125559371)
DROMIO OF EPHESUS"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 6:14,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:14
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    For slander lives upon succession,"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 6:15,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:15
To:
email@somewhere.com
You received a text message from name (+12125559371)
    Come, sir, to dinner. Dromio, keep the gate."
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 6:16,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:16
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
BALTHAZAR"
Text : name (+12125559371),name (+12125559371) - txtForward <noreply@txtForwa,email@somewhere.com,12/19/2014 6:17,,"Subject:
Text : name (+12125559371)
From:
name (+12125559371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:17
To:
email@somewhere.com
You received a text message from name (+12125559371)
    give you good rest!'"
Text : 212-555-9371 (212-555-9371),212-555-9371 (212-555-9371) - txtForward <noreply,email@somewhere.com,12/19/2014 6:18,,"Subject:
Text : 212-555-9371 (212-555-9371)
From:
212-555-9371 (212-555-9371) - txtForward <noreply@txtForward.com>
Date:
12/19/2014 6:18
To:
email@somewhere.com
You sent a text message to 212-555-9371 (212-555-9371)
    Then you will bring the chain to her yourself?"
